Age,Gender,Marital_Status,Dependents,Education,Employment_Type,Employer_Category,Work_Experience_Yrs,City_Tier,Net_Monthly_Income,Monthly_Expenses,Existing_EMI,Debt_To_Income_Ratio,CIBIL_Score,Loan_Amount_Requested,Loan_Tenure_Months,Loan_Approved
38,Female,Married,0,Master,Self-Employed,Self-Employed,0,Tier 3,96573,49323,8198,0.596,660,1000000,12,0
23,Male,Divorced,1,Bachelor,Salaried,Private SME,16,Tier 3,48812,17856,4481,0.458,782,50000,36,1
44,Female,Single,1,High School,Salaried,Private SME,6,Tier 1,44687,15549,0,0.348,795,100000,36,1
48,Male,Married,1,Bachelor,Salaried,Startup,9,Tier 1,97159,62233,0,0.641,884,1000000,48,1
30,Male,Married,2,Bachelor,Salaried,Startup,7,Tier 3,30881,9588,0,0.31,777,150000,24,1
29,Male,Married,1,Bachelor,Self-Employed,Self-Employed,12,Tier 1,34907,16527,8198,0.708,814,500000,48,0
33,Female,Single,2,Bachelor,Salaried,MNC,1,Tier 2,55951,26756,0,0.478,811,750000,48,1
55,Female,Divorced,0,Bachelor,Salaried,MNC,7,Tier 2,109229,76664,0,0.702,769,50000,60,1
43,Female,Married,3,Bachelor,Self-Employed,Self-Employed,4,Tier 1,38508,24973,8198,0.861,722,100000,60,0
37,Female,Single,0,Bachelor,Salaried,MNC,1,Tier 2,43308,22944,8198,0.719,596,100000,48,0
27,Male,Single,0,Bachelor,Salaried,MNC,11,Tier 2,66194,34150,0,0.516,894,500000,60,1
36,Male,Divorced,0,Master,Self-Employed,Self-Employed,2,Tier 2,99847,55367,8198,0.637,639,200000,12,1
60,Female,Single,0,Master,Salaried,Private SME,7,Tier 1,74447,34321,4481,0.521,796,200000,36,1
56,Male,Married,1,Master,Self-Employed,Self-Employed,12,Tier 3,80401,49474,0,0.615,582,500000,48,0
40,Male,Single,1,High School,Salaried,Government,12,Tier 1,38300,23314,0,0.609,690,300000,24,1
44,Male,Single,2,High School,Salaried,Startup,2,Tier 2,41021,22914,0,0.559,767,300000,60,1
25,Female,Single,0,Bachelor,Self-Employed,Self-Employed,9,Tier 1,25965,8463,0,0.326,628,400000,12,0
26,Male,Single,1,High School,Salaried,MNC,8,Tier 3,40942,14619,4481,0.467,749,1000000,60,1
48,Male,Single,1,Bachelor,Salaried,MNC,1,Tier 1,55719,17700,4481,0.398,608,50000,12,1
25,Male,Married,2,High School,Salaried,Startup,0,Tier 3,43594,27173,0,0.623,642,750000,12,0
59,Male,Married,0,High School,Salaried,Private SME,6,Tier 2,30935,15929,8198,0.78,735,200000,12,0
58,Male,Single,0,High School,Salaried,Private SME,10,Tier 3,45510,33210,4481,0.828,605,500000,48,0
22,Male,Married,1,Master,Salaried,Private SME,17,Tier 2,96192,70080,4481,0.775,754,1000000,36,1
59,Female,Married,2,Bachelor,Salaried,MNC,3,Tier 2,105492,69537,8198,0.737,761,300000,48,1
41,Male,Married,2,High School,Self-Employed,Self-Employed,6,Tier 3,31949,15954,0,0.499,669,300000,36,1
60,Male,Married,0,Bachelor,Salaried,Private SME,1,Tier 2,35423,15669,8198,0.674,584,150000,24,0
57,Female,Married,0,Master,Salaried,Government,12,Tier 3,79005,30846,0,0.39,777,100000,60,1
38,Male,Divorced,0,Master,Self-Employed,Self-Employed,7,Tier 1,88268,35715,0,0.405,832,75000,48,1
32,Male,Married,1,High School,Self-Employed,Self-Employed,7,Tier 2,40165,29948,0,0.746,518,1000000,60,0
37,Female,Single,1,Master,Salaried,MNC,6,Tier 3,77696,41851,0,0.539,900,150000,60,1
57,Male,Married,0,Bachelor,Salaried,MNC,2,Tier 3,43913,13416,4481,0.408,714,50000,24,1
58,Female,Single,1,Master,Salaried,Private SME,9,Tier 3,32143,10283,0,0.32,735,300000,60,1
35,Female,Single,1,Master,Salaried,Government,10,Tier 2,107874,54632,0,0.506,805,400000,36,1
27,Female,Married,1,Master,Salaried,Private SME,11,Tier 3,117816,58856,4481,0.538,750,200000,48,1
34,Male,Married,0,Master,Salaried,Private SME,10,Tier 1,54426,26260,4481,0.565,655,1000000,24,1
21,Male,Single,1,High School,Salaried,Government,2,Tier 1,30004,20121,8198,0.944,652,1000000,36,0
58,Male,Married,1,Bachelor,Salaried,MNC,5,Tier 1,23360,14399,0,0.616,645,1000000,36,0
23,Male,Married,2,High School,Salaried,Private SME,7,Tier 3,32941,11474,4481,0.484,618,50000,24,1
57,Female,Single,2,PhD,Salaried,Private SME,3,Tier 1,98942,45830,8198,0.546,603,100000,24,1
51,Male,Divorced,0,Bachelor,Salaried,Government,1,Tier 3,42106,23937,0,0.568,745,300000,60,1
33,Male,Married,0,Bachelor,Salaried,Private SME,4,Tier 1,70040,33067,0,0.472,661,400000,12,1
38,Male,Married,1,High School,Salaried,Private SME,6,Tier 1,25340,9977,0,0.394,900,750000,36,1
37,Male,Married,1,High School,Salaried,MNC,19,Tier 2,47298,27556,0,0.583,707,75000,36,1
37,Male,Divorced,3,Bachelor,Self-Employed,Self-Employed,11,Tier 2,61187,34938,4481,0.644,684,100000,12,1
31,Female,Single,1,Bachelor,Self-Employed,Self-Employed,3,Tier 1,48137,35552,0,0.739,657,150000,36,0
40,Male,Single,2,Bachelor,Salaried,Private SME,3,Tier 2,49935,27588,0,0.552,583,200000,48,0
30,Female,Married,1,High School,Salaried,Private SME,1,Tier 1,48458,33602,0,0.693,810,400000,60,1
49,Female,Married,3,Master,Self-Employed,Self-Employed,9,Tier 2,147758,107440,0,0.727,671,300000,60,1
54,Male,Married,2,High School,Salaried,MNC,4,Tier 1,36734,18207,0,0.496,819,200000,48,1
37,Male,Single,2,Bachelor,Self-Employed,Self-Employed,5,Tier 2,74896,24251,0,0.324,727,300000,12,1
33,Male,Single,1,Bachelor,Salaried,Private SME,4,Tier 1,87610,31940,8198,0.458,877,50000,24,1
59,Female,Married,2,Bachelor,Self-Employed,Self-Employed,15,Tier 2,41824,22032,0,0.527,691,500000,36,0
47,Male,Single,0,High School,Salaried,Startup,11,Tier 1,26104,18320,0,0.702,559,400000,36,0
46,Male,Single,3,Master,Salaried,MNC,2,Tier 2,74536,44301,8198,0.704,752,100000,24,1
48,Male,Single,2,Bachelor,Salaried,MNC,1,Tier 1,58548,22872,0,0.391,650,75000,24,1
33,Female,Single,1,High School,Salaried,Private SME,10,Tier 2,45571,28047,0,0.615,659,750000,12,0
32,Male,Married,3,Bachelor,Self-Employed,Self-Employed,2,Tier 2,39063,27437,0,0.702,626,200000,36,0
48,Male,Married,2,High School,Self-Employed,Self-Employed,11,Tier 3,48936,15346,4481,0.405,589,750000,24,0
22,Female,Single,2,Bachelor,Salaried,MNC,8,Tier 3,32680,13374,0,0.409,762,750000,36,1
57,Male,Single,0,Master,Salaried,Startup,2,Tier 2,73758,27211,0,0.369,555,100000,48,0
54,Female,Married,3,Master,Salaried,Government,8,Tier 3,82761,54030,8198,0.752,767,100000,24,1
43,Female,Single,2,Bachelor,Salaried,Startup,7,Tier 2,27557,19321,0,0.701,717,750000,12,0
49,Female,Married,2,Bachelor,Salaried,Private SME,0,Tier 2,63550,34923,0,0.55,828,100000,12,1
55,Male,Married,3,Bachelor,Salaried,MNC,6,Tier 2,50488,34417,0,0.682,687,400000,36,0
31,Female,Married,0,Bachelor,Self-Employed,Self-Employed,4,Tier 1,45903,27340,0,0.596,554,100000,36,0
53,Female,Married,0,Bachelor,Self-Employed,Self-Employed,7,Tier 1,61127,36402,0,0.596,628,50000,12,1
31,Male,Single,1,High School,Salaried,Government,5,Tier 2,18041,10118,0,0.561,628,100000,36,0
29,Male,Married,0,Master,Salaried,Private SME,7,Tier 2,85093,27443,0,0.323,834,200000,12,1
34,Male,Single,2,Bachelor,Self-Employed,Self-Employed,3,Tier 2,30965,22345,0,0.722,720,1000000,60,0
29,Male,Single,0,Bachelor,Self-Employed,Self-Employed,5,Tier 1,62077,28561,0,0.46,801,500000,12,1
59,Male,Single,0,High School,Salaried,Private SME,0,Tier 2,40010,26453,8198,0.866,591,400000,60,0
23,Male,Married,1,Master,Self-Employed,Self-Employed,4,Tier 3,114832,76305,0,0.664,627,1000000,48,0
49,Male,Single,1,Bachelor,Self-Employed,Self-Employed,4,Tier 1,85086,62503,0,0.735,804,50000,48,1
39,Female,Single,0,Bachelor,Salaried,Startup,0,Tier 2,70401,31470,0,0.447,642,75000,48,1
56,Male,Married,0,Bachelor,Self-Employed,Self-Employed,6,Tier 3,53546,40096,4481,0.832,578,750000,24,0
52,Female,Divorced,1,Master,Salaried,Private SME,12,Tier 1,73916,32172,8198,0.546,838,1000000,12,1
27,Male,Single,2,Bachelor,Self-Employed,Self-Employed,3,Tier 3,32148,16174,0,0.503,592,500000,60,0
48,Male,Married,2,High School,Salaried,MNC,10,Tier 3,13345,8244,0,0.618,624,75000,60,0
38,Male,Single,0,Master,Salaried,Private SME,7,Tier 1,103354,38214,0,0.37,787,100000,60,1
25,Male,Divorced,1,Bachelor,Salaried,MNC,0,Tier 1,46333,19453,4481,0.517,767,500000,12,1
43,Male,Single,0,Bachelor,Salaried,MNC,15,Tier 1,37304,23413,4481,0.748,726,150000,48,1
42,Male,Married,1,Bachelor,Self-Employed,Self-Employed,2,Tier 1,19540,14429,7816,1.138,612,75000,24,0
46,Male,Single,3,Bachelor,Salaried,Government,6,Tier 3,57633,36294,0,0.63,641,150000,12,1
32,Female,Married,1,High School,Salaried,MNC,7,Tier 1,34774,23925,0,0.688,558,300000,24,0
60,Male,Single,1,Master,Self-Employed,Self-Employed,5,Tier 3,55798,17680,8198,0.464,677,500000,24,1
39,Female,Single,0,Bachelor,Salaried,Startup,9,Tier 1,40321,22566,0,0.56,647,100000,24,1
21,Female,Single,3,PhD,Self-Employed,Self-Employed,10,Tier 3,96349,68537,0,0.711,863,200000,12,1
23,Female,Single,1,Master,Self-Employed,Self-Employed,2,Tier 1,75515,45843,0,0.607,612,100000,48,1
47,Female,Married,1,PhD,Salaried,MNC,5,Tier 2,32868,19865,4481,0.741,694,500000,48,0
38,Male,Married,1,Bachelor,Salaried,Private SME,3,Tier 1,37086,14514,4481,0.512,628,500000,36,0
50,Male,Married,0,High School,Salaried,Government,3,Tier 1,50524,34735,0,0.687,520,300000,60,0
22,Female,Divorced,2,Master,Salaried,Startup,6,Tier 1,53658,36984,4481,0.773,682,1000000,60,0
25,Male,Married,0,Master,Salaried,Private SME,9,Tier 1,98883,56986,0,0.576,584,50000,48,0
49,Male,Divorced,2,Master,Salaried,Private SME,0,Tier 1,74141,36475,0,0.492,726,100000,60,1
53,Female,Single,1,Bachelor,Salaried,Government,5,Tier 2,45160,30298,0,0.671,606,400000,48,0
40,Female,Divorced,0,Bachelor,Self-Employed,Self-Employed,2,Tier 2,46771,23818,0,0.509,609,500000,24,0
50,Female,Single,0,Master,Self-Employed,Self-Employed,8,Tier 2,89687,60106,0,0.67,700,100000,36,1
25,Female,Married,2,Master,Salaried,Startup,8,Tier 2,48676,25224,0,0.518,755,300000,60,1
41,Female,Married,1,High School,Salaried,MNC,9,Tier 3,19632,11011,4481,0.789,788,75000,24,1
35,Male,Married,0,Master,Self-Employed,Self-Employed,0,Tier 3,54469,34675,0,0.637,534,50000,60,0
40,Female,Married,0,Bachelor,Salaried,Government,7,Tier 3,29669,12438,0,0.419,761,750000,36,1
28,Male,Married,2,High School,Self-Employed,Self-Employed,5,Tier 2,23425,9629,0,0.411,598,750000,12,0
51,Male,Divorced,3,PhD,Salaried,Startup,0,Tier 1,53014,31836,0,0.601,762,200000,36,1
32,Female,Divorced,2,Bachelor,Salaried,Startup,0,Tier 2,57610,42012,8198,0.872,701,50000,24,0
41,Male,Divorced,1,Master,Self-Employed,Self-Employed,4,Tier 2,20965,10497,0,0.501,741,75000,36,1
50,Male,Divorced,1,Master,Self-Employed,Self-Employed,6,Tier 1,76718,54024,8198,0.811,626,50000,24,0
47,Male,Married,0,High School,Salaried,MNC,10,Tier 2,36713,19574,0,0.533,764,300000,36,1
46,Female,Divorced,0,Master,Salaried,Private SME,4,Tier 1,93310,68887,0,0.738,611,75000,60,0
53,Male,Married,2,Master,Self-Employed,Self-Employed,7,Tier 1,82304,54026,8198,0.756,693,50000,36,1
46,Female,Married,2,Master,Self-Employed,Self-Employed,6,Tier 2,81291,55830,8198,0.788,793,1000000,36,1
46,Male,Married,2,Bachelor,Salaried,Government,2,Tier 1,34779,21069,0,0.606,755,300000,48,1
56,Female,Divorced,1,High School,Salaried,Private SME,4,Tier 1,32497,22449,8198,0.943,525,75000,36,0
60,Female,Married,2,Master,Self-Employed,Self-Employed,6,Tier 1,32791,18584,4481,0.703,638,750000,60,0
21,Male,Married,3,Bachelor,Salaried,Private SME,1,Tier 1,78205,43427,0,0.555,598,1000000,24,0
35,Male,Single,1,Bachelor,Self-Employed,Self-Employed,8,Tier 1,81740,56659,0,0.693,722,100000,12,1
21,Male,Married,0,Bachelor,Salaried,MNC,11,Tier 1,63889,19599,0,0.307,810,1000000,12,1
31,Female,Divorced,1,Bachelor,Salaried,Startup,12,Tier 1,30338,15637,0,0.515,673,500000,12,0
22,Female,Single,0,Master,Salaried,MNC,8,Tier 1,91132,63020,0,0.692,666,750000,12,1
21,Female,Single,3,Master,Salaried,Startup,7,Tier 1,61302,23801,4481,0.461,873,1000000,24,1
51,Male,Single,1,Master,Self-Employed,Self-Employed,0,Tier 2,28850,21092,0,0.731,569,200000,24,0
36,Female,Married,1,Master,Salaried,Startup,1,Tier 1,63818,40414,8198,0.762,573,300000,12,0
42,Female,Single,1,Master,Self-Employed,Self-Employed,0,Tier 3,101551,65306,0,0.643,602,1000000,36,1
38,Female,Married,1,High School,Self-Employed,Self-Employed,4,Tier 2,35283,21150,4481,0.726,575,200000,36,0
37,Female,Divorced,0,Master,Salaried,MNC,9,Tier 2,76817,38513,0,0.501,687,300000,48,1
50,Male,Married,3,Bachelor,Salaried,Private SME,7,Tier 2,30712,15584,0,0.507,726,75000,24,1
30,Male,Single,0,Bachelor,Salaried,MNC,7,Tier 2,49898,33810,0,0.678,591,750000,48,0
55,Female,Divorced,2,Bachelor,Salaried,MNC,7,Tier 3,49358,17897,4481,0.453,798,400000,60,1
41,Female,Married,2,Bachelor,Salaried,Startup,3,Tier 1,34234,18312,0,0.535,659,300000,24,0
36,Male,Single,0,Bachelor,Salaried,MNC,5,Tier 1,58352,25644,8198,0.58,673,150000,12,1
26,Male,Married,3,High School,Salaried,Government,6,Tier 1,34508,25637,0,0.743,707,1000000,12,0
23,Male,Married,1,High School,Salaried,Startup,10,Tier 3,45930,13855,0,0.302,653,750000,48,1
61,Male,Married,2,Bachelor,Self-Employed,Self-Employed,5,Tier 3,44235,14537,0,0.329,661,400000,24,1
41,Male,Divorced,2,High School,Self-Employed,Self-Employed,5,Tier 3,40304,29636,0,0.735,597,150000,36,0
33,Female,Single,1,Bachelor,Salaried,MNC,0,Tier 2,39947,21759,0,0.545,709,100000,24,1
38,Female,Single,0,High School,Self-Employed,Self-Employed,2,Tier 3,15929,5771,0,0.362,708,1000000,48,0
44,Male,Single,2,High School,Self-Employed,Self-Employed,6,Tier 1,53241,26721,8198,0.656,633,500000,48,0
47,Male,Married,1,Master,Salaried,Private SME,5,Tier 2,61057,27182,4481,0.519,667,300000,12,1
24,Male,Married,0,Master,Salaried,Private SME,0,Tier 3,49103,34865,0,0.71,660,75000,12,0
42,Male,Married,2,Master,Self-Employed,Self-Employed,0,Tier 2,87881,53555,4481,0.66,643,400000,60,0
44,Female,Married,2,Bachelor,Salaried,Private SME,1,Tier 1,54903,19695,0,0.359,745,500000,48,1
60,Female,Divorced,1,Master,Self-Employed,Self-Employed,4,Tier 2,38083,20618,0,0.541,694,200000,60,1
30,Male,Divorced,0,Bachelor,Salaried,Startup,9,Tier 1,50423,18177,0,0.36,550,100000,60,0
22,Female,Single,1,Bachelor,Salaried,Government,7,Tier 1,21456,12859,0,0.599,614,500000,12,0
60,Female,Married,0,Bachelor,Self-Employed,Self-Employed,2,Tier 2,41288,25897,0,0.627,566,75000,36,0
26,Female,Married,1,Bachelor,Salaried,Private SME,3,Tier 1,81742,45201,0,0.553,658,1000000,12,0
38,Male,Single,3,Master,Salaried,Startup,7,Tier 1,45215,33218,4481,0.834,639,300000,24,0
37,Female,Single,0,Master,Salaried,Startup,7,Tier 2,54607,39587,0,0.725,619,400000,36,0
58,Male,Single,0,Master,Self-Employed,Self-Employed,3,Tier 2,79374,31167,4481,0.449,683,1000000,48,0
43,Male,Single,2,Bachelor,Self-Employed,Self-Employed,0,Tier 1,33278,9988,0,0.3,801,750000,36,1
50,Male,Married,0,PhD,Self-Employed,Self-Employed,7,Tier 1,64554,38618,0,0.598,765,200000,48,1
41,Male,Single,0,PhD,Salaried,Government,4,Tier 3,120676,62032,0,0.514,753,50000,48,1
30,Male,Married,2,Bachelor,Salaried,Private SME,12,Tier 1,36243,16330,4481,0.574,649,1000000,60,0
33,Male,Married,2,Master,Self-Employed,Self-Employed,4,Tier 2,67123,47831,4481,0.779,590,75000,24,0
32,Male,Single,2,High School,Salaried,Private SME,5,Tier 3,28371,21003,8198,1.029,572,500000,12,0
29,Female,Married,2,High School,Salaried,Private SME,5,Tier 2,31155,22392,8198,0.982,586,50000,60,0
24,Female,Married,1,High School,Salaried,Government,7,Tier 1,40318,21170,0,0.525,638,75000,60,1
59,Male,Married,3,Master,Self-Employed,Self-Employed,7,Tier 2,74198,45743,8198,0.727,576,200000,24,0
44,Female,Divorced,0,High School,Salaried,MNC,1,Tier 2,29972,11305,0,0.377,679,1000000,12,0
54,Female,Single,1,High School,Salaried,Government,0,Tier 3,36726,26732,0,0.728,706,100000,60,1
59,Female,Married,1,High School,Self-Employed,Self-Employed,10,Tier 2,51334,21953,8198,0.587,756,150000,36,1
61,Male,Married,0,Bachelor,Salaried,Private SME,4,Tier 1,52963,20482,8198,0.542,716,1000000,12,0
25,Female,Married,1,Bachelor,Salaried,Private SME,8,Tier 1,54611,17861,4481,0.409,566,200000,24,0
35,Female,Married,1,High School,Self-Employed,Self-Employed,4,Tier 1,28161,15422,0,0.548,642,100000,36,0
24,Female,Single,1,Bachelor,Salaried,Private SME,0,Tier 2,65231,47410,4481,0.795,756,200000,36,1
59,Male,Married,1,Bachelor,Salaried,Government,11,Tier 2,34777,12555,8198,0.597,520,100000,60,0
28,Male,Single,2,Bachelor,Salaried,MNC,9,Tier 1,81495,28879,0,0.354,738,50000,24,1
44,Female,Divorced,2,Master,Salaried,MNC,8,Tier 3,71085,30045,0,0.423,716,400000,24,1
48,Male,Single,0,PhD,Self-Employed,Self-Employed,2,Tier 2,78085,46806,0,0.599,733,150000,60,1
47,Male,Married,1,Bachelor,Salaried,Government,8,Tier 3,78595,42953,0,0.547,731,500000,12,1
21,Male,Single,0,Bachelor,Salaried,MNC,7,Tier 2,69030,23697,0,0.343,747,150000,48,1
54,Female,Married,0,PhD,Salaried,Startup,3,Tier 2,132726,66234,0,0.499,533,400000,60,0
37,Female,Divorced,2,Bachelor,Self-Employed,Self-Employed,4,Tier 2,72952,24082,0,0.33,751,100000,36,1
57,Male,Married,0,Master,Self-Employed,Self-Employed,5,Tier 2,57880,39552,0,0.683,542,75000,48,0
58,Female,Single,0,Bachelor,Self-Employed,Self-Employed,3,Tier 2,44962,15655,0,0.348,556,100000,12,0
46,Male,Married,0,Bachelor,Salaried,MNC,7,Tier 2,59589,30514,0,0.512,702,400000,12,1
44,Female,Single,2,Master,Salaried,Private SME,9,Tier 1,65300,34589,0,0.53,606,100000,12,1
59,Female,Married,0,Master,Self-Employed,Self-Employed,4,Tier 2,100151,53937,8198,0.62,733,1000000,48,1
41,Female,Single,2,Bachelor,Salaried,MNC,5,Tier 1,36122,20738,0,0.574,695,500000,60,1
50,Female,Single,0,Bachelor,Self-Employed,Self-Employed,5,Tier 3,52243,32166,0,0.616,589,500000,24,0
33,Male,Married,2,Master,Salaried,MNC,9,Tier 1,64104,19356,0,0.302,790,50000,60,1
57,Female,Single,3,Bachelor,Salaried,MNC,6,Tier 1,47070,14775,4481,0.409,563,400000,60,0
23,Male,Married,1,Master,Salaried,Private SME,10,Tier 1,73459,42253,0,0.575,584,500000,48,0
52,Female,Single,2,Bachelor,Salaried,Government,3,Tier 1,46677,17828,0,0.382,774,750000,36,1
55,Female,Single,2,Bachelor,Self-Employed,Self-Employed,5,Tier 1,46979,31679,8198,0.849,726,500000,48,0
39,Female,Married,2,Bachelor,Self-Employed,Self-Employed,8,Tier 1,32813,19109,0,0.582,621,1000000,36,0
34,Male,Single,2,Bachelor,Salaried,MNC,8,Tier 1,53875,39931,4481,0.824,614,300000,48,0
42,Female,Married,0,Bachelor,Self-Employed,Self-Employed,4,Tier 1,40660,25518,8198,0.829,634,500000,36,0
37,Male,Married,1,Bachelor,Salaried,Government,5,Tier 3,40127,13676,0,0.341,536,100000,24,0
24,Male,Married,3,Bachelor,Self-Employed,Self-Employed,2,Tier 1,52708,19867,4481,0.462,651,75000,24,1
60,Female,Married,1,PhD,Salaried,Private SME,0,Tier 3,96183,30869,0,0.321,729,50000,12,1
39,Male,Single,3,PhD,Self-Employed,Self-Employed,4,Tier 3,142858,90504,8198,0.691,801,500000,12,1
57,Female,Single,1,Master,Self-Employed,Self-Employed,4,Tier 1,56626,20219,8198,0.502,825,400000,36,1
22,Male,Married,1,PhD,Self-Employed,Self-Employed,4,Tier 1,110884,66385,0,0.599,769,300000,60,1
35,Male,Divorced,2,High School,Salaried,Private SME,1,Tier 1,34620,19038,0,0.55,839,100000,12,1
22,Female,Single,2,PhD,Salaried,MNC,8,Tier 2,135235,79110,0,0.585,796,300000,48,1
31,Male,Married,1,High School,Salaried,Startup,8,Tier 2,65865,34836,0,0.529,729,200000,24,1
43,Male,Single,0,Bachelor,Salaried,MNC,5,Tier 1,35431,10837,8198,0.537,677,200000,12,1
30,Female,Single,2,Bachelor,Self-Employed,Self-Employed,2,Tier 1,57738,23900,4481,0.492,687,150000,12,1
23,Male,Single,3,PhD,Self-Employed,Self-Employed,3,Tier 2,99049,69160,0,0.698,580,200000,12,0
25,Female,Married,2,Bachelor,Salaried,Startup,5,Tier 1,82813,59473,4481,0.772,855,200000,48,1
23,Male,Single,0,Bachelor,Salaried,MNC,9,Tier 3,36388,12508,0,0.344,707,200000,48,1
58,Female,Divorced,0,PhD,Self-Employed,Self-Employed,0,Tier 2,120366,87708,4481,0.766,729,1000000,12,1
33,Female,Married,3,Bachelor,Salaried,Private SME,3,Tier 1,55811,33583,0,0.602,800,1000000,60,1
39,Female,Single,0,Bachelor,Self-Employed,Self-Employed,6,Tier 1,18161,12987,7264,1.115,753,500000,60,0
60,Male,Married,1,High School,Salaried,Government,9,Tier 2,37356,17950,0,0.481,635,75000,48,1
55,Female,Single,0,Master,Salaried,Private SME,0,Tier 1,92505,31986,0,0.346,494,75000,48,0
44,Female,Married,0,PhD,Self-Employed,Self-Employed,3,Tier 1,131657,57416,4481,0.47,708,300000,24,1
44,Female,Single,1,PhD,Salaried,Government,0,Tier 1,93154,56857,0,0.61,697,100000,60,1
37,Male,Single,0,Bachelor,Self-Employed,Self-Employed,11,Tier 1,53662,35301,4481,0.741,708,1000000,12,0
60,Female,Single,2,Bachelor,Salaried,MNC,1,Tier 2,19037,6140,7614,0.722,619,1000000,36,0
30,Female,Single,1,Bachelor,Salaried,Government,7,Tier 1,61688,32023,8198,0.652,563,1000000,24,0
22,Male,Single,1,Bachelor,Self-Employed,Self-Employed,11,Tier 2,42113,13853,4481,0.435,639,1000000,24,0
43,Male,Single,1,Bachelor,Self-Employed,Self-Employed,11,Tier 1,49191,33874,4481,0.78,689,150000,12,0
26,Female,Divorced,3,Bachelor,Self-Employed,Self-Employed,0,Tier 2,72703,37394,4481,0.576,769,100000,12,1
22,Male,Single,2,Master,Self-Employed,Self-Employed,10,Tier 2,88732,63147,8198,0.804,813,150000,48,0
41,Female,Single,0,PhD,Salaried,MNC,9,Tier 2,103124,34583,0,0.335,813,75000,60,1
55,Female,Divorced,0,High School,Self-Employed,Self-Employed,9,Tier 2,26035,11682,0,0.449,631,750000,48,0
49,Female,Married,1,Bachelor,Salaried,Private SME,0,Tier 1,26739,16162,4481,0.772,741,100000,60,0
27,Male,Married,3,Bachelor,Salaried,Startup,3,Tier 3,40940,17690,0,0.432,593,400000,60,0
49,Male,Single,1,Bachelor,Self-Employed,Self-Employed,0,Tier 2,29881,20280,0,0.679,594,750000,36,0
57,Female,Married,0,Bachelor,Salaried,Government,4,Tier 1,76710,57078,8198,0.851,752,750000,24,0
43,Male,Single,2,Bachelor,Self-Employed,Self-Employed,9,Tier 1,58692,25035,8198,0.566,597,300000,36,0
53,Female,Married,2,PhD,Salaried,Private SME,13,Tier 1,147205,68080,8198,0.518,780,50000,12,1
28,Male,Divorced,1,Bachelor,Salaried,MNC,9,Tier 2,63876,46968,0,0.735,769,1000000,36,1
32,Male,Married,0,Bachelor,Salaried,Government,7,Tier 1,83436,38474,0,0.461,900,75000,36,1
30,Male,Single,0,Master,Salaried,MNC,3,Tier 3,85827,47221,8198,0.646,719,750000,24,1
35,Male,Married,0,Master,Salaried,MNC,3,Tier 1,104136,67288,0,0.646,560,200000,36,1
44,Female,Married,0,Bachelor,Salaried,MNC,7,Tier 2,55262,27479,0,0.497,759,1000000,24,1
46,Male,Married,3,Master,Self-Employed,Self-Employed,5,Tier 2,108122,50565,0,0.468,682,75000,24,1
59,Male,Married,0,Bachelor,Self-Employed,Self-Employed,8,Tier 3,72336,37832,4481,0.585,627,300000,24,1
23,Male,Married,2,Master,Salaried,Startup,5,Tier 1,36808,23954,0,0.651,599,400000,24,0
22,Male,Married,1,Bachelor,Salaried,Startup,11,Tier 3,72930,32123,0,0.44,694,1000000,36,1
26,Male,Divorced,1,High School,Salaried,Startup,9,Tier 3,48023,21987,0,0.458,753,1000000,48,1
41,Female,Married,3,Master,Salaried,Startup,2,Tier 3,22138,8525,0,0.385,809,1000000,48,1
29,Male,Single,2,Bachelor,Salaried,Private SME,9,Tier 3,52325,32217,0,0.616,754,300000,12,1
30,Male,Married,3,Master,Salaried,MNC,7,Tier 3,102706,72382,0,0.705,639,50000,24,1
56,Male,Single,0,Master,Salaried,Private SME,3,Tier 2,15569,5972,0,0.384,647,50000,48,0
23,Female,Married,0,Bachelor,Salaried,Private SME,14,Tier 3,68470,21606,0,0.316,900,75000,12,1
61,Male,Single,0,Bachelor,Salaried,Government,7,Tier 2,62418,29434,0,0.472,650,750000,36,1
44,Male,Married,0,Master,Self-Employed,Self-Employed,7,Tier 2,75630,36648,0,0.485,754,50000,12,1
42,Female,Married,1,Master,Self-Employed,Self-Employed,9,Tier 2,159720,94336,0,0.591,601,750000,48,1
34,Female,Single,2,Master,Salaried,Private SME,8,Tier 3,93734,31730,8198,0.426,721,300000,12,1
47,Male,Married,0,Master,Salaried,Private SME,9,Tier 1,59813,40055,0,0.67,601,75000,12,1
53,Male,Married,3,Master,Salaried,Government,1,Tier 3,66399,37070,0,0.558,701,1000000,12,1
42,Female,Married,1,Master,Self-Employed,Self-Employed,11,Tier 1,98637,53824,0,0.546,762,100000,48,1
49,Male,Married,2,Bachelor,Self-Employed,Self-Employed,7,Tier 1,67158,29708,4481,0.509,648,750000,24,0
39,Female,Divorced,0,High School,Salaried,MNC,6,Tier 1,34856,16186,0,0.464,750,1000000,36,1
39,Female,Single,0,Bachelor,Self-Employed,Self-Employed,3,Tier 1,75101,24403,0,0.325,574,75000,24,1
26,Male,Married,2,High School,Self-Employed,Self-Employed,2,Tier 3,23937,15300,0,0.639,699,200000,60,0
39,Male,Married,0,High School,Self-Employed,Self-Employed,2,Tier 2,50991,29173,0,0.572,528,500000,24,0
33,Male,Divorced,2,PhD,Self-Employed,Self-Employed,4,Tier 2,73352,54235,0,0.739,641,1000000,36,0
